RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =        29067     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
 2362 2624     0     0  con    1  4.0D-01  1.2D-01  9.054D-04  8.326D-01
 2363 2625     0     0  con    0  1.0D+00  9.6D-02  5.190D-04  8.326D-01
 2364 2626     0     0  con    0  1.0D+00  9.0D-02  8.433D-04  8.325D-01
 2365 2628     0     0  con    1  5.2D-01  1.3D-01  1.439D-03  8.325D-01
 2366 2629     0     0  con    0  1.0D+00  3.4D-02  8.889D-04  8.325D-01
 2367 2630     0     0  con    0  1.0D+00  1.1D-01  4.733D-04  8.325D-01
 2368 2631     0     0  con    0  1.0D+00  5.1D-02  3.389D-04  8.325D-01
 2369 2632     0     0  con    0  1.0D+00  1.3D-01  1.207D-03  8.324D-01
 2370 2633     0     0  con    0  1.0D+00  1.1D-01  1.841D-03  8.324D-01
 2371 2634     0     0  con    0  1.0D+00  6.9D-03  5.679D-04  8.324D-01
 2372 2635     0     0  con    0  1.0D+00  1.3D-02  6.039D-04  8.324D-01
 2373 2636     0     0  con    0  1.0D+00  6.9D-02  8.853D-04  8.324D-01
 2374 2637     0     0  con    0  1.0D+00  3.3D-02  9.186D-04  8.323D-01
 2375 2638     0     0  con    0  1.0D+00  7.7D-02  5.981D-04  8.323D-01
 2376 2639     0     0  con    0  1.0D+00  9.1D-02  3.790D-04  8.323D-01
 2377 2640     0     0  con    0  1.0D+00  4.5D-02  1.411D-03  8.323D-01
 2378 2641     0     0  con    0  1.0D+00  5.3D-02  6.572D-04  8.323D-01
 2379 2642     0     0  con    0  1.0D+00  4.3D-02  5.793D-04  8.323D-01
 2380 2643     0     0  con    0  1.0D+00  6.6D-02  5.773D-04  8.322D-01
 2381 2644     0     0  con    0  1.0D+00  2.2D-01  1.163D-03  8.322D-01
 2382 2646     0     0  con    1  4.7D-01  8.4D-02  1.368D-03  8.322D-01
 2383 2647     0     0  con    0  1.0D+00  4.4D-02  6.639D-04  8.321D-01
 2384 2648     0     0  con    0  1.0D+00  5.3D-02  5.377D-04  8.321D-01
 2385 2649     0     0  con    0  1.0D+00  3.8D-02  5.501D-04  8.321D-01
 2386 2650     0     0  con    0  1.0D+00  8.3D-02  6.416D-04  8.321D-01
 2387 2651     0     0  con    0  1.0D+00  1.0D-01  1.148D-03  8.321D-01
 2388 2653     0     0  con    1  2.2D-01  1.9D-02  6.016D-04  8.321D-01
 2389 2654     0     0  con    0  1.0D+00  1.7D-02  4.639D-04  8.321D-01
 2390 2655     0     0  con    0  1.0D+00  2.9D-02  2.155D-03  8.320D-01
 2391 2656     0     0  con    0  1.0D+00  8.1D-03  9.756D-04  8.320D-01
 2392 2657     0     0  con    0  1.0D+00  3.3D-02  5.487D-04  8.320D-01
 2393 2658     0     0  con    0  1.0D+00  1.1D-01  8.182D-04  8.320D-01
 2394 2659     0     0  con    0  1.0D+00  1.7D-01  2.813D-03  8.319D-01
 2395 2660     0     0  con    0  1.0D+00  1.5D-01  7.615D-04  8.319D-01
 2396 2661     0     0  con    0  1.0D+00  4.0D-02  4.511D-04  8.319D-01
 2397 2662     0     0  con    0  1.0D+00  8.6D-02  3.804D-04  8.319D-01
 2398 2663     0     0  con    0  1.0D+00  1.1D-01  6.155D-04  8.318D-01
 2399 2664     0     0  con    0  1.0D+00  1.6D-01  2.243D-03  8.318D-01
 2400 2665     0     0  con    0  1.0D+00  3.7D-02  6.093D-04  8.318D-01
 2401 2666     0     0  con    0  1.0D+00  7.5D-03  5.259D-04  8.318D-01
 2402 2667     0     0  con    0  1.0D+00  8.2D-02  7.746D-04  8.318D-01
 2403 2668     0     0  con    0  1.0D+00  6.7D-02  4.175D-03  8.317D-01
 2404 2669     0     0  con    0  1.0D+00  6.2D-02  1.252D-03  8.317D-01
 2405 2670     0     0  con    0  1.0D+00  6.3D-02  4.657D-04  8.317D-01
 2406 2671     0     0  con    0  1.0D+00  5.7D-02  4.631D-04  8.317D-01
 2407 2672     0     0  con    0  1.0D+00  1.0D-01  3.058D-03  8.317D-01
 2408 2673     0     0  con    0  1.0D+00  2.0D-02  6.125D-04  8.316D-01
 2409 2674     0     0  con    0  1.0D+00  6.0D-03  5.047D-04  8.316D-01
 2410 2675     0     0  con    0  1.0D+00  2.4D-02  7.089D-04  8.316D-01
 2411 2676     0     0  con    0  1.0D+00  5.7D-02  1.525D-03  8.316D-01
 2412 2677     0     0  con    0  1.0D+00  1.2D-01  5.747D-04  8.315D-01
 2413 2678     0     0  con    0  1.0D+00  8.1D-02  5.231D-04  8.315D-01
 2414 2679     0     0  con    0  1.0D+00  1.1D-01  4.915D-04  8.315D-01
 2415 2680     0     0  con    0  1.0D+00  9.0D-02  1.615D-03  8.315D-01
 2416 2681     0     0  con    0  1.0D+00  5.5D-02  5.947D-04  8.314D-01
 2417 2682     0     0  con    0  1.0D+00  1.2D-02  4.867D-04  8.314D-01
 2418 2683     0     0  con    0  1.0D+00  1.8D-02  8.988D-04  8.314D-01
 2419 2684     0     0  con    0  1.0D+00  3.7D-02  9.517D-04  8.313D-01
 2420 2686     0     0  con    1  1.3D-01  3.8D-02  2.572D-03  8.313D-01
 2421 2687     0     0  con    0  1.0D+00  7.8D-02  1.171D-03  8.313D-01
 2422 2688     0     0  con    0  1.0D+00  9.8D-02  5.636D-04  8.313D-01
 2423 2689     0     0  con    0  1.0D+00  6.6D-02  8.720D-04  8.312D-01
 2424 2690     0     0  con    0  1.0D+00  5.2D-02  6.948D-04  8.312D-01
 2425 2691     0     0  con    0  1.0D+00  5.3D-02  6.367D-04  8.312D-01
 2426 2692     0     0  con    0  1.0D+00  1.4D-01  5.147D-04  8.312D-01
 2427 2694     0     0  con    1  4.1D-01  9.1D-02  2.292D-03  8.311D-01
 2428 2695     0     0  con    0  1.0D+00  1.1D-01  1.005D-03  8.311D-01
 2429 2696     0     0  con    0  1.0D+00  4.8D-02  6.477D-04  8.311D-01
 2430 2697     0     0  con    0  1.0D+00  4.2D-02  8.439D-04  8.310D-01
 2431 2698     0     0  con    0  1.0D+00  7.5D-02  8.478D-04  8.310D-01
 2432 2700     0     0  con    1  3.4D-01  1.8D-02  1.424D-03  8.310D-01
 2433 2701     0     0  con    0  1.0D+00  4.6D-02  8.044D-04  8.309D-01
 2434 2702     0     0  con    0  1.0D+00  2.4D-02  7.257D-04  8.309D-01
 2435 2703     0     0  con    0  1.0D+00  6.5D-02  1.189D-03  8.309D-01
 2436 2704     0     0  con    0  1.0D+00  1.1D-01  2.803D-03  8.308D-01
 2437 2705     0     0  con    0  1.0D+00  2.3D-02  8.508D-04  8.308D-01
 2438 2706     0     0  con    0  1.0D+00  1.8D-02  4.630D-04  8.308D-01
 2439 2707     0     0  con    0  1.0D+00  6.3D-02  5.555D-04  8.308D-01
 2440 2708     0     0  con    0  1.0D+00  1.4D-01  2.972D-03  8.307D-01
 2441 2709     0     0  con    0  1.0D+00  6.2D-02  8.557D-04  8.307D-01
 2442 2710     0     0  con    0  1.0D+00  4.9D-02  5.894D-04  8.307D-01
 2443 2711     0     0  con    0  1.0D+00  7.0D-02  8.423D-04  8.307D-01
 2444 2712     0     0  con    0  1.0D+00  1.5D-01  1.175D-03  8.306D-01
 2445 2714     0     0  con    1  2.0D-01  6.5D-02  1.472D-03  8.306D-01
 2446 2715     0     0  con    0  1.0D+00  1.4D-01  8.080D-04  8.306D-01
 2447 2716     0     0  con    0  1.0D+00  6.2D-02  3.849D-04  8.305D-01
 2448 2717     0     0  con    0  1.0D+00  1.1D-01  6.342D-04  8.305D-01
 2449 2718     0     0  con    0  1.0D+00  1.5D-01  2.611D-03  8.305D-01
 2450 2719     0     0  con    0  1.0D+00  1.4D-01  2.014D-03  8.304D-01
 2451 2720     0     0  con    0  1.0D+00  2.4D-01  3.644D-04  8.303D-01
 2452 2721     0     0  con    0  1.0D+00  9.7D-02  5.819D-04  8.303D-01
 2453 2723     0     0  con    1  1.9D-01  4.5D-02  1.329D-03  8.303D-01
 2454 2724     0     0  con    0  1.0D+00  4.9D-02  1.024D-03  8.303D-01
 2455 2725     0     0  con    0  1.0D+00  1.0D-01  1.015D-03  8.303D-01
 2456 2726     0     0  con    0  1.0D+00  2.1D-01  1.445D-03  8.302D-01
 2457 2728     0     0  con    1  5.1D-01  7.5D-02  8.086D-04  8.302D-01
 2458 2729     0     0  con    0  1.0D+00  5.8D-02  6.865D-04  8.301D-01
 2459 2730     0     0  con    0  1.0D+00  3.9D-02  5.310D-04  8.301D-01
 2460 2731     0     0  con    0  1.0D+00  1.8D-01  9.197D-04  8.300D-01
 2461 2733     0     0  con    1  2.3D-01  1.9D-02  1.355D-03  8.300D-01
 2462 2734     0     0  con    0  1.0D+00  1.6D-01  7.902D-04  8.300D-01
 2463 2735     0     0  con    0  1.0D+00  1.4D-01  4.844D-04  8.299D-01
 2464 2736     0     0  con    0  1.0D+00  6.4D-02  2.115D-03  8.299D-01
 2465 2737     0     0  con    0  1.0D+00  1.2D-01  7.697D-04  8.298D-01
 2466 2738     0     0  con    0  1.0D+00  9.1D-03  6.901D-04  8.298D-01
 2467 2739     0     0  con    0  1.0D+00  8.0D-02  1.325D-03  8.297D-01
 2468 2741     0     0  con    1  3.9D-01  2.2D-02  8.650D-04  8.297D-01
 2469 2742     0     0  con    0  1.0D+00  2.7D-02  6.380D-04  8.297D-01
 2470 2743     0     0  con    0  1.0D+00  1.0D-01  6.340D-04  8.297D-01
 2471 2744     0     0  con    0  1.0D+00  2.1D-01  9.159D-04  8.296D-01
 2472 2745     0     0  con    0  1.0D+00  2.5D-01  1.391D-03  8.295D-01
 2473 2746     0     0  con    0  1.0D+00  3.0D-01  2.045D-03  8.295D-01
 2474 2747     0     0  con    0  1.0D+00  1.1D-01  3.395D-04  8.294D-01
 2475 2748     0     0  con    0  1.0D+00  8.9D-02  1.132D-03  8.294D-01
 2476 2749     0     0  con    0  1.0D+00  9.0D-02  1.309D-03  8.294D-01
 2477 2751     0     0  con    1  4.1D-01  2.8D-02  2.193D-03  8.294D-01
 2478 2752     0     0  con    0  1.0D+00  2.3D-02  8.540D-04  8.293D-01
 2479 2753     0     0  con    0  1.0D+00  6.3D-02  5.291D-04  8.293D-01
 2480 2754     0     0  con    0  1.0D+00  3.4D-02  7.383D-04  8.293D-01
 2481 2755     0     0  con    0  1.0D+00  8.2D-02  1.025D-03  8.293D-01
 2482 2756     0     0  con    0  1.0D+00  1.6D-01  2.823D-03  8.293D-01
 2483 2757     0     0  con    0  1.0D+00  7.5D-02  8.402D-04  8.292D-01
 2484 2758     0     0  con    0  1.0D+00  6.4D-02  6.220D-04  8.292D-01
 2485 2759     0     0  con    0  1.0D+00  5.1D-02  7.177D-04  8.292D-01
 2486 2760     0     0  con    0  1.0D+00  2.5D-02  8.307D-04  8.291D-01
 2487 2761     0     0  con    0  1.0D+00  9.5D-02  1.046D-03  8.290D-01
 2488 2762     0     0  con    0  1.0D+00  1.1D-01  3.676D-03  8.290D-01
 2489 2763     0     0  con    0  1.0D+00  1.2D-01  8.479D-04  8.289D-01
 2490 2764     0     0  con    0  1.0D+00  1.5D-01  9.777D-04  8.288D-01
 2491 2766     0     0  con    1  2.5D-01  2.1D-02  2.080D-03  8.288D-01
 2492 2767     0     0  con    0  1.0D+00  1.1D-01  1.355D-03  8.287D-01
 2493 2768     0     0  con    0  1.0D+00  1.0D-01  9.330D-04  8.287D-01
 2494 2769     0     0  con    0  1.0D+00  1.4D-01  1.649D-03  8.286D-01
 2495 2770     0     0  con    0  1.0D+00  1.7D-01  1.290D-03  8.285D-01
 2496 2772     0     0  con    1  2.7D-01  6.1D-02  3.037D-03  8.285D-01
 2497 2773     0     0  con    0  1.0D+00  1.1D-01  1.574D-03  8.284D-01
 2498 2774     0     0  con    0  1.0D+00  7.4D-02  9.549D-04  8.284D-01
 2499 2775     0     0  con    0  1.0D+00  7.7D-02  1.311D-03  8.284D-01
 2500 2776     0     0  con    0  1.0D+00  1.5D-01  1.302D-03  8.283D-01
 2501 2777     0     0  con    0  1.0D+00  3.0D-01  2.826D-03  8.282D-01
 2502 2779     0     0  con    1  4.4D-01  1.6D-01  2.228D-03  8.281D-01
 2503 2780     0     0  con    0  1.0D+00  2.9D-02  1.481D-03  8.281D-01
 2504 2781     0     0  con    0  1.0D+00  5.1D-02  1.457D-03  8.280D-01
 2505 2782     0     0  con    0  1.0D+00  9.8D-02  2.056D-03  8.279D-01
 2506 2783     0     0  con    0  1.0D+00  3.4D-01  6.779D-04  8.278D-01
 2507 2784     0     0  con    0  1.0D+00  3.1D-01  2.521D-03  8.277D-01
 2508 2785     0     0  con    0  1.0D+00  1.3D-01  2.452D-03  8.277D-01
 2509 2786     0     0  con    0  1.0D+00  5.5D-02  1.117D-03  8.276D-01
 2510 2787     0     0  con    0  1.0D+00  1.4D-02  7.276D-04  8.276D-01
 2511 2788     0     0  con    0  1.0D+00  3.9D-02  8.745D-04  8.276D-01
 2512 2789     0     0  con    0  1.0D+00  1.1D-01  8.721D-04  8.275D-01
 2513 2790     0     0  con    0  1.0D+00  2.1D-01  6.523D-04  8.274D-01
 2514 2791     0     0  con    0  1.0D+00  3.1D-01  4.659D-03  8.274D-01
 2515 2792     0     0  con    0  1.0D+00  1.1D-01  1.862D-03  8.272D-01
 2516 2793     0     0  con    0  1.0D+00  2.3D-02  1.565D-03  8.271D-01
 2517 2794     0     0  con    0  1.0D+00  1.6D-01  4.074D-03  8.269D-01
 2518 2796     0     0  con    1  3.7D-01  1.6D-01  3.210D-03  8.269D-01
 2519 2797     0     0  con    0  1.0D+00  1.5D-01  1.141D-03  8.268D-01
 2520 2798     0     0  con    0  1.0D+00  1.4D-01  1.456D-03  8.267D-01
 2521 2799     0     0  con    0  1.0D+00  1.1D-01  1.129D-03  8.267D-01
 2522 2800     0     0  con    0  1.0D+00  1.9D-01  1.726D-03  8.266D-01
 2523 2801     0     0  con    0  1.0D+00  1.7D-01  7.980D-04  8.265D-01
 2524 2802     0     0  con    0  1.0D+00  1.1D-01  1.003D-03  8.264D-01
 2525 2803     0     0  con    0  1.0D+00  4.2D-01  2.639D-03  8.263D-01
 2526 2804     0     0  con    0  1.0D+00  3.6D-01  1.427D-03  8.261D-01
 2527 2805     0     0  con    0  1.0D+00  3.3D-01  1.633D-03  8.260D-01
 2528 2806     0     0  con    0  1.0D+00  2.7D-01  1.117D-03  8.259D-01
 2529 2807     0     0  con    0  1.0D+00  1.9D-01  2.008D-03  8.258D-01
 2530 2808     0     0  con    0  1.0D+00  2.5D-01  4.512D-03  8.258D-01
 2531 2809     0     0  con    0  1.0D+00  2.3D-02  9.988D-04  8.257D-01
 2532 2810     0     0  con    0  1.0D+00  1.1D-02  1.066D-03  8.256D-01
 2533 2811     0     0  con    0  1.0D+00  7.6D-02  2.060D-03  8.255D-01
 2534 2812     0     0  con    0  1.0D+00  1.3D-01  2.804D-03  8.254D-01
 2535 2813     0     0  con    0  1.0D+00  4.1D-01  3.068D-03  8.253D-01
 2536 2814     0     0  con    0  1.0D+00  7.4D-02  9.099D-04  8.253D-01
 2537 2815     0     0  con    0  1.0D+00  5.1D-02  1.348D-03  8.252D-01
 2538 2816     0     0  con    0  1.0D+00  2.0D-02  1.539D-03  8.251D-01
 2539 2818     0     0  con    1  3.9D-01  2.8D-02  2.871D-03  8.251D-01
 2540 2819     0     0  con    0  1.0D+00  9.4D-02  1.814D-03  8.249D-01
 2541 2820     0     0  con    0  1.0D+00  1.7D-01  1.170D-03  8.248D-01
 2542 2821     0     0  con    0  1.0D+00  2.9D-01  1.637D-03  8.248D-01
 2543 2823     0     0  con    1  3.4D-01  1.1D-01  1.788D-03  8.247D-01
 2544 2824     0     0  con    0  1.0D+00  1.0D-01  1.609D-03  8.247D-01
 2545 2825     0     0  con    0  1.0D+00  1.6D-01  1.115D-03  8.246D-01
 2546 2826     0     0  con    0  1.0D+00  1.6D-01  6.939D-04  8.245D-01
 2547 2828     0     0  con    1  1.5D-01  3.4D-02  2.409D-03  8.245D-01
 2548 2829     0     0  con    0  1.0D+00  8.0D-02  1.318D-03  8.244D-01
 2549 2830     0     0  con    0  1.0D+00  7.1D-02  8.302D-04  8.243D-01
 2550 2831     0     0  con    0  1.0D+00  1.9D-01  1.383D-03  8.242D-01
 2551 2832     0     0  con    0  1.0D+00  2.0D-01  4.445D-03  8.242D-01
 2552 2833     0     0  con    0  1.0D+00  6.9D-03  1.159D-03  8.241D-01
 2553 2834     0     0  con    0  1.0D+00  6.4D-02  8.866D-04  8.241D-01
 2554 2835     0     0  con    0  1.0D+00  1.3D-01  1.034D-03  8.240D-01
 2555 2836     0     0  con    0  1.0D+00  1.4D-01  1.312D-03  8.239D-01
 2556 2837     0     0  con    0  1.0D+00  3.3D-01  4.119D-03  8.239D-01
 2557 2838     0     0  con    0  1.0D+00  4.8D-02  1.226D-03  8.238D-01
 2558 2839     0     0  con    0  1.0D+00  3.6D-02  1.423D-03  8.238D-01
 2559 2841     0     0  con    1  4.5D-01  9.2D-02  3.345D-03  8.237D-01
 2560 2842     0     0  con    0  1.0D+00  2.2D-02  1.449D-03  8.236D-01
 2561 2843     0     0  con    0  1.0D+00  1.0D-01  6.972D-04  8.236D-01
 2562 2844     0     0  con    0  1.0D+00  1.6D-01  1.537D-03  8.236D-01
 2563 2845     0     0  con    0  1.0D+00  1.2D-01  1.049D-03  8.235D-01
 2564 2846     0     0  con    0  1.0D+00  4.2D-01  3.997D-03  8.234D-01
 2565 2847     0     0  con    0  1.0D+00  2.5D-02  1.053D-03  8.233D-01
 2566 2848     0     0  con    0  1.0D+00  6.2D-02  1.831D-03  8.232D-01
 2567 2849     0     0  con    0  1.0D+00  5.9D-02  1.712D-03  8.231D-01
 2568 2850     0     0  con    0  1.0D+00  1.9D-01  2.989D-03  8.231D-01
 2569 2851     0     0  con    0  1.0D+00  1.1D-01  7.233D-04  8.230D-01
 2570 2852     0     0  con    0  1.0D+00  1.1D-01  9.195D-04  8.230D-01
 2571 2853     0     0  con    0  1.0D+00  1.3D-01  2.552D-03  8.229D-01
 2572 2854     0     0  con    0  1.0D+00  3.1D-01  3.241D-03  8.229D-01
 2573 2855     0     0  con    0  1.0D+00  1.4D-01  2.217D-03  8.228D-01
 2574 2856     0     0  con    0  1.0D+00  6.9D-02  1.333D-03  8.228D-01
 2575 2857     0     0  con    0  1.0D+00  5.0D-02  1.371D-03  8.227D-01
 2576 2858     0     0  con    0  1.0D+00  5.0D-02  1.584D-03  8.226D-01
 2577 2860     0     0  con    1  2.9D-01  2.5D-02  2.952D-03  8.226D-01
 2578 2861     0     0  con    0  1.0D+00  1.1D-01  1.246D-03  8.225D-01
 2579 2862     0     0  con    0  1.0D+00  1.2D-01  8.421D-04  8.224D-01
 2580 2863     0     0  con    0  1.0D+00  1.5D-01  1.229D-03  8.224D-01
 2581 2864     0     0  con    0  1.0D+00  7.4D-02  1.894D-03  8.223D-01
 2582 2866     0     0  con    1  4.0D-01  3.2D-01  9.287D-04  8.223D-01
 2583 2867     0     0  con    0  1.0D+00  3.9D-02  1.214D-03  8.222D-01
 2584 2868     0     0  con    0  1.0D+00  1.5D-01  4.027D-03  8.221D-01
 2585 2869     0     0  con    0  1.0D+00  8.1D-02  1.140D-03  8.220D-01
 2586 2870     0     0  con    0  1.0D+00  6.3D-02  6.691D-04  8.220D-01
 2587 2871     0     0  con    0  1.0D+00  5.8D-02  6.874D-04  8.219D-01
 2588 2872     0     0  con    0  1.0D+00  1.1D-01  1.124D-03  8.218D-01
 2589 2874     0     0  con    1  3.4D-01  1.4D-01  2.586D-03  8.218D-01
 2590 2875     0     0  con    0  1.0D+00  1.0D-01  1.204D-03  8.216D-01
 2591 2876     0     0  con    0  1.0D+00  4.8D-02  1.163D-03  8.215D-01
 2592 2877     0     0  con    0  1.0D+00  1.5D-01  4.001D-03  8.214D-01
 2593 2878     0     0  con    0  1.0D+00  1.5D-01  3.111D-03  8.214D-01
 2594 2879     0     0  con    0  1.0D+00  5.5D-02  1.495D-03  8.213D-01
 2595 2880     0     0  con    0  1.0D+00  7.2D-02  1.129D-03  8.212D-01
 2596 2881     0     0  con    0  1.0D+00  8.2D-02  1.115D-03  8.211D-01
 2597 2883     0     0  con    1  2.7D-01  5.4D-02  3.602D-03  8.211D-01
 2598 2884     0     0  con    0  1.0D+00  9.0D-02  2.093D-03  8.210D-01
 2599 2885     0     0  con    0  1.0D+00  8.8D-02  1.306D-03  8.208D-01
 2600 2886     0     0  con    0  1.0D+00  7.9D-02  1.173D-03  8.207D-01
 2601 2887     0     0  con    0  1.0D+00  9.8D-02  1.585D-03  8.206D-01
 2602 2889     0     0  con    1  4.9D-01  1.0D-01  1.610D-03  8.205D-01
 2603 2890     0     0  con    0  1.0D+00  4.9D-02  7.029D-04  8.205D-01
 2604 2891     0     0  con    0  1.0D+00  3.8D-02  1.003D-03  8.205D-01
 2605 2892     0     0  con    0  1.0D+00  6.4D-02  1.645D-03  8.204D-01
 2606 2893     0     0  con    0  1.0D+00  2.2D-01  4.000D-03  8.203D-01
 2607 2894     0     0  con    0  1.0D+00  1.7D-01  1.753D-03  8.202D-01
 2608 2895     0     0  con    0  1.0D+00  3.5D-02  8.910D-04  8.201D-01
 2609 2896     0     0  con    0  1.0D+00  1.1D-01  9.333D-04  8.200D-01
 2610 2897     0     0  con    0  1.0D+00  9.8D-02  2.030D-03  8.200D-01
 2611 2898     0     0  con    0  1.0D+00  3.9D-01  1.692D-03  8.197D-01
 2612 2899     0     0  con    0  1.0D+00  3.4D-01  1.690D-03  8.196D-01
 2613 2900     0     0  con    0  1.0D+00  4.7D-02  1.017D-03  8.195D-01
 2614 2901     0     0  con    0  1.0D+00  3.4D-02  1.450D-03  8.195D-01
 2615 2902     0     0  con    0  1.0D+00  1.4D-02  1.964D-03  8.194D-01
 2616 2903     0     0  con    0  1.0D+00  5.5D-02  2.133D-03  8.193D-01
 2617 2904     0     0  con    0  1.0D+00  1.4D-01  2.137D-03  8.192D-01
 2618 2905     0     0  con    0  1.0D+00  3.2D-01  7.697D-03  8.192D-01
 2619 2906     0     0  con    0  1.0D+00  7.6D-02  2.944D-03  8.190D-01
 2620 2907     0     0  con    0  1.0D+00  2.1D-02  2.013D-03  8.189D-01
 2621 2908     0     0  con    0  1.0D+00  4.7D-02  7.187D-04  8.188D-01
 2622 2909     0     0  con    0  1.0D+00  3.4D-02  9.106D-04  8.187D-01
 2623 2910     0     0  con    0  1.0D+00  8.9D-02  1.344D-03  8.186D-01
 2624 2911     0     0  con    0  1.0D+00  1.0D-01  1.186D-03  8.184D-01
 2625 2913     0     0  con    1  1.1D-01  5.7D-02  3.952D-03  8.184D-01
 2626 2914     0     0  con    0  1.0D+00  6.9D-02  1.981D-03  8.182D-01
 2627 2915     0     0  con    0  1.0D+00  4.9D-02  7.595D-04  8.181D-01
 2628 2916     0     0  con    0  1.0D+00  4.5D-02  1.932D-03  8.181D-01
 2629 2917     0     0  con    0  1.0D+00  7.9D-02  1.101D-03  8.180D-01
 2630 2918     0     0  con    0  1.0D+00  1.6D-01  1.242D-03  8.179D-01
 2631 2920     0     0  con    1  1.1D-01  3.0D-02  1.890D-03  8.178D-01
 2632 2921     0     0  con    0  1.0D+00  1.9D-01  1.231D-03  8.177D-01
 2633 2922     0     0  con    0  1.0D+00  2.2D-01  1.028D-03  8.176D-01
 2634 2923     0     0  con    0  1.0D+00  1.7D-01  1.426D-03  8.174D-01
 2635 2924     0     0  con    0  1.0D+00  2.0D-01  5.306D-03  8.174D-01
 2636 2925     0     0  con    0  1.0D+00  7.1D-02  1.898D-03  8.172D-01
 2637 2926     0     0  con    0  1.0D+00  2.3D-02  9.115D-04  8.172D-01
 2638 2927     0     0  con    0  1.0D+00  6.8D-02  3.109D-03  8.171D-01
 2639 2928     0     0  con    0  1.0D+00  8.3D-02  1.830D-03  8.170D-01
 2640 2929     0     0  con    0  1.0D+00  5.0D-02  1.029D-03  8.170D-01
 2641 2930     0     0  con    0  1.0D+00  8.4D-02  9.030D-04  8.169D-01
 2642 2931     0     0  con    0  1.0D+00  7.8D-02  1.283D-03  8.168D-01
 2643 2933     0     0  con    1  1.9D-01  1.7D-02  3.264D-03  8.168D-01
 2644 2934     0     0  con    0  1.0D+00  5.2D-02  1.908D-03  8.167D-01
 2645 2935     0     0  con    0  1.0D+00  3.6D-02  1.019D-03  8.166D-01
 2646 2936     0     0  con    0  1.0D+00  5.5D-02  1.130D-03  8.165D-01
 2647 2937     0     0  con    0  1.0D+00  6.2D-02  1.975D-03  8.164D-01
 2648 2938     0     0  con    0  1.0D+00  1.1D-01  2.262D-03  8.162D-01
 2649 2939     0     0  con    0  1.0D+00  2.0D-01  3.077D-03  8.159D-01
 2650 2941     0     0  con    1  2.9D-01  9.0D-02  1.763D-03  8.159D-01
 2651 2942     0     0  con    0  1.0D+00  4.1D-02  9.302D-04  8.158D-01
 2652 2943     0     0  con    0  1.0D+00  2.4D-02  9.909D-04  8.157D-01
 2653 2944     0     0  con    0  1.0D+00  3.7D-02  1.592D-03  8.156D-01
 2654 2945     0     0  con    0  1.0D+00  7.5D-02  1.847D-03  8.155D-01
 2655 2947     0     0  con    1  4.0D-01  5.2D-02  3.765D-03  8.155D-01
 2656 2948     0     0  con    0  1.0D+00  7.6D-02  1.191D-03  8.154D-01
 2657 2949     0     0  con    0  1.0D+00  3.4D-02  7.364D-04  8.154D-01
 2658 2950     0     0  con    0  1.0D+00  3.6D-02  1.374D-03  8.153D-01
